tokens,ner_tags
calculate the average power consumption and calculate the latest system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and calculate the latest rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and calculate the latest torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and calculate the latest tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and calculate the latest air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the average temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the average system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the average rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the average torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the average tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the average air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the minimum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the minimum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the minimum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the minimum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the minimum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the minimum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the maximum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the maximum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the maximum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the maximum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the maximum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the maximum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the trend temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the trend system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the trend rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the trend torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the trend tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the trend air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the latest temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the latest system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the latest rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the latest torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and determine the latest tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and determine the latest air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the average temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the average system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the average rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the average torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the average tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the average air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the minimum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the minimum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the minimum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the minimum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the minimum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the minimum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the maximum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the maximum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the maximum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the maximum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the maximum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the maximum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the trend temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the trend system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the trend rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the trend torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the trend tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the trend air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the latest temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the latest system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the latest rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the latest torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and find the latest tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and find the latest air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the average temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the average system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the average rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the average torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the average tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the average air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the minimum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the minimum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the minimum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the minimum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the minimum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the minimum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the maximum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the maximum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the maximum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the maximum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the maximum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the maximum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the trend temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the trend system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the trend rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the trend torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the trend tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the trend air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the latest temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the latest system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the latest rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the latest torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and show the latest tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and show the latest air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the average temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and identify the average system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the average rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the average torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and identify the average tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the average air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the minimum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and identify the minimum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the minimum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the minimum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and identify the minimum tool wear.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the minimum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the maximum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
calculate the average power consumption and identify the maximum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
calculate the average power consumption and identify the maximum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
